article_id,entreprise,prompt_version,statut,note_llm,justification,longueur_caracteres,longueur_mots,texte_extrait
26685,DASSAULT AVIATION,v7,ok,1,"L'article mentionne une hausse du cours de l'action de Dassault Aviation (+4,06%) et qu'elle s'illustre, mais sans fait concret lié à l'activité de l'entreprise (résultats, contrat, etc.). Il s'agit d'un mouvement de marché.",6616,1041,"L'Europe boursière sous le signe de la nervosité Mi-séance  (Zonebourse.com) - Au septième jour du conflit au Moyen-Orient, les principales places européennes évoluent en ordre dispersé après avoir un..."
26684,DASSAULT AVIATION,v7,ok,1,"L'article mentionne que Dassault Aviation est ""dans le vert"" mais ne fournit aucun fait concret spécifique à l'entreprise (résultats, contrats, etc.), seulement un mouvement de cours dans le cadre d'une hausse sectorielle.",12709,1976,"Wall Street vue en baisse avec le Moyen-Orient, l'Europe vers sa pire semaine en près d'un an Pré-ouverture  par Diana Mandia 6 mars (Reuters) - Wall Street est attendue en baisse et les Bourses europ..."
26529,DASSAULT AVIATION,v7,ok,0,"Le programme Scaf, impliquant Dassault Aviation, est mentionné comme étant ""menacé de mort"", ce qui constitue un fait concret négatif majeur pour l'entreprise.",682,117,"Cac 40: L’indice parisien a ouvert la séance en baisse de -0.40% jeudi 5 mars 2026 à 09900  (BFM Bourse) - Après avoir fini en hausse de +0.79% à 8167.7300 points lors de sa dernière séance, leCAC 40v..."
26512,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a publié un chiffre d'affaires annuel de 7,4 milliards d'euros, supérieur aux attentes (7,1 MdsEUR), ce qui est un fait concret positif.",9603,1483,"Les marchés se cherchent une direction, désorientés par les bombes au Moyen-Orient Ouverture  (Zonebourse.com) - Après leur repli de la veille, les Bourses européennes peinent à rebondir, perturbées p..."
26511,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a publié un chiffre d'affaires ajusté consolidé en hausse de 19,1% à 7,42 milliards d'euros, dépassant le consensus. Le groupe affiche un carnet de commandes historique à 46,6 MdsEUR et anticipe un chiffre d'affaires en hausse en 2026.",10029,1577,"Rebond des Bourses européennes malgré le bras de fer USA-Iran Mi-séance  (Zonebourse.com) - Face à un climat de tensions persistantes entre les Etats-Unis et l'Iran, les marchés européens rebondissent..."
26508,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a dévoilé de bons résultats annuels et des perspectives 2026 saluées, ce qui constitue un fait concret positif.",12716,2071,"Rebond technique sur les places européennes Fermeture  (Zonebourse.com) - Après deux séances de fortes baisses, les indices européens se sont offerts un peu d'air. Le CAC 40, qui avait notamment chuté..."
26344,DASSAULT AVIATION,v7,ok,2,"Le groupe a livré des résultats nettement supérieurs aux attentes, avec des revenus et un résultat net en forte hausse, un dividende dépassant les attentes, et une commande de 114 Rafale par l'Inde. Bien que le programme SCAF soit à l'arrêt et que des tensions sur la production de Falcon existent, les faits positifs sont prédominants.",6453,1022,"Dassault aviation: Bénéfices supérieurs aux attentes, hausse des livraisons de Falcon attendue, campagnes Rafale… Dassault Aviation bondit de 5% en Bourse et prend 27% en 2026 mercredi 4 mars 2026 à 1..."
23360,DASSAULT AVIATION,v7,ok,2,"Le Conseil indien des acquisitions de Défense a approuvé l'achat de 114 Rafale auprès de Dassault Aviation, et l'entreprise a livré 26 avions en 2026, dépassant son objectif de 25.",5019,790,"Dassault aviation: Dassault Aviation aborde une semaine décisive en Inde, avec une commande de Rafale qui peut valoir 30 euros par action selon Citi lundi 16 février 2026 à 11h26  (BFM Bourse) - L'att..."
18053,DASSAULT AVIATION,v7,ok,1,"L'article mentionne une progression du cours de l'action de Dassault Aviation, mais sans fait concret spécifique à l'activité de l'entreprise (résultats, contrats, etc.) qui justifierait une note positive. Il s'agit d'un mouvement de marché généralisé au secteur de la défense.",7883,1271,Les marchés européens plombés par la nouvelle offensive tarifaire de Donald Trump Ouverture  (Zonebourse.com) - Les Bourses européennes dévissent depuis l'ouverture des marchés ce lundi après la mise ...
18011,DASSAULT AVIATION,v7,ok,1,"L'article mentionne que Dassault Aviation retrace un record absolu et pourrait en inscrire un nouveau selon l'analyse technique, mais ne fournit aucun fait concret positif ou négatif (résultats, contrats, recommandations d'analystes) concernant l'activité de l'entreprise.",597,88,"(Zonebourse.com) - Porté par les tensions politiques internationales, et dans l'espoir que les pays européens cessent d'acheter exclusivement des chasseurs américain, Dassault Aviation retrace son rec..."
17333,DASSAULT AVIATION,v7,ok,2,"Citi a relevé son objectif de cours pour Dassault Aviation, ce qui est un fait concret positif.",686,109,"Point recommandations des analystes: Dassault Aviation, Vinci, ADP, Valeo jeudi 15 janvier 2026 à 08h57  (BFM Bourse) - Les analystes affinent leurs conseils surDassault Aviation,Vinci,ADP,Valeo.  Das..."
16063,DASSAULT AVIATION,v7,ok,2,"Bernstein maintient son opinion à performance de marché et remonte son cours cible de 310 euros à 330 euros, ce qui est un fait concret positif (relèvement d'objectif).",1327,189,"Point recommandations des analystes:  Air Liquide, Argan, Carmila, Covivio, Dassault Aviation, Totalenergies, Unibail-Rodamco-Westfield jeudi  8 janvier 2026 à 08h59  (BFM Bourse) - Les analystes affi..."
16059,DASSAULT AVIATION,v7,ok,2,Dassault Aviation a relevé son objectif de chiffre d'affaires pour 2025 et a livré plus de Rafale que prévu. Ces faits concrets positifs l'emportent sur les livraisons de Falcon et les commandes de jets d'affaires légèrement décevantes.,5389,834,"Dassault aviation: Avec des livraisons de Rafale supérieures à ses attentes, Dassault Aviation relève son objectif de chiffre d'affaires pour 2025 et grimpe en Bourse jeudi  8 janvier 2026 à 10h46  (B..."
16041,DASSAULT AVIATION,v7,ok,1,"L'article mentionne une hausse du cours de Dassault Aviation dans le cadre d'une tendance sectorielle, mais ne fournit aucun fait concret spécifique à l'entreprise (résultats, contrat, recommandation d'analyste, etc.) qui justifierait une note positive ou négative selon les règles.",6534,1006,"Prudence à l'oeuvre à Paris avant une série de statistiques, le secteur de l'armement flambe Ouverture  (Zonebourse.com) - Paris évolue près de son point d'équilibre ce matin, autour des 8220 points (..."
15833,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a dépassé ses objectifs de livraison de Rafale, a enregistré de nouvelles commandes et a relevé sa prévision de chiffre d'affaires pour 2025.",1232,195,"(Zonebourse.com) - Dassault Aviation affiche une dynamique opérationnelle solide pour l'exercice 2025, marquée par un dépassement des objectifs de livraison pour son avion de combat et une révision à ..."
15719,DASSAULT AVIATION,v7,ok,0,"L'analyste Bernstein a dégradé sa recommandation sur Dassault Aviation, passant à ""performance de marché"", ce qui est un fait concret négatif.",2396,377,"Point recommandations des analystes: Airbus,  ADP, Dassault Aviation, Eiffage, Eurofins Scientific... mardi  6 janvier 2026 à 08h51  (BFM Bourse) - Les analystes affinent leurs recommandations ce mard..."
15530,DASSAULT AVIATION,v7,ok,1,"L'article mentionne une hausse du cours de l'action Dassault Aviation (+3%) dans le cadre d'une envolée générale des valeurs de la défense, mais ne fournit aucun fait concret spécifique à l'entreprise (résultat, contrat, etc.) qui justifierait un sentiment positif.",12487,1929,"CAC40 : pluie de records post 'opération Venezuela' Pré-clôture  (Zonebourse.com) - La Bourse de Paris affiche un comportement un peu décevant et débute la semaine sur un repli de 0,1%, vers 8.185, ma..."
15528,DASSAULT AVIATION,v7,ok,1,"L'article mentionne une hausse du cours de l'action Dassault Aviation de 3% dans le cadre d'une envolée générale des valeurs de la défense, mais ne fournit aucun fait concret spécifique à l'activité de l'entreprise (contrat, résultat, etc.).",13227,2065,"CAC40 : à la traine malgré pluie de records en Europe et à W-Street Pré-clôture  (Zonebourse.com) - La Bourse de Paris affiche reste décevante et débute la semaine sur un repli de 0,05%, vers 8.190, e..."
12016,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a choisi un fournisseur de ""cloud de confiance"" pour renforcer ses capacités de collaboration numérique et la sécurité de ses données, ce qui est une initiative stratégique positive pour l'entreprise.",1185,167,"(Zonebourse.com) - Dans une démarche stratégique visant à renforcer ses capacités de collaboration numérique, Dassault Aviation annonce avoir choisi Bleu, entreprise détenue à 100% par  CapGemini  et ..."
7919,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a annoncé la signature d'un partenariat stratégique pour développer une IA dédiée au combat aérien du futur, ce qui est un fait concret positif.",14032,2174,"CAC 40: accélère en fin de séance et franchit allègrement les 8000 points Fermeture  (Zonebourse.com) - Après avoir évolué toute la matinée autour de son point d'équilibre à 7960 points, la Bourse de ..."
7879,DASSAULT AVIATION,v7,ok,2,Dassault Aviation a signé un partenariat stratégique avec cortAIx (Thales) pour développer une IA souveraine dédiée au combat aérien du futur.,1155,162,"(Zonebourse.com) - Dassault Aviation annonce la signature d'un partenariat stratégique avec cortAIx, l'accélérateur d'intelligence artificielle de  Thales , pour développer une IA souveraine, maîtrisé..."
7877,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a conclu un partenariat stratégique pour le développement d'une IA pour l'aéronautique de défense, ce qui est un fait concret positif lié à son activité.",1616,243,"(AOF) - Dassault Aviation et  Thales , à travers cortAIx, son accélérateur d’intelligence artificielle (IA), ont conclu un partenariat stratégique pour le développement d’une IA maîtrisée et supervisé..."
7875,DASSAULT AVIATION,v7,ok,2,"Dassault Aviation a signé un partenariat stratégique avec cortAIx (Thales) pour développer une IA souveraine dédiée au combat aérien du futur, ce qui est un fait concret positif pour l'activité future de l'entreprise.",1155,162,"(Zonebourse.com) - Dassault Aviation annonce la signature d'un partenariat stratégique avec cortAIx, l'accélérateur d'intelligence artificielle de  Thales , pour développer une IA souveraine, maîtrisé..."
6400,DASSAULT AVIATION,v7,ok,2,"L'article mentionne la signature d'une déclaration d'intention pour l'achat potentiel de 100 Rafale par l'Ukraine, ce qui est un fait concret et positif pour Dassault Aviation, même si le contrat final n'est pas encore signé.",3830,583,Thales: L'annonces des ventes de Rafale à l'Ukraine propulsent les actions Dassault Aviation et Thales lundi 17 novembre 2025 à 10h29  (BFM Bourse) - Les deux groupes de défense montent en Bourse alor...
6362,DASSAULT AVIATION,v7,ok,2,"L'Ukraine va acheter jusqu'à 100 Rafale à la France, ce qui est un fait concret positif spécifique à Dassault Aviation.",13301,2083,"Wall Street vue en hausse avant le retour des données US, l'Europe reste prudente Pré-ouverture  par Diana Mandia (Reuters) -Wall Street est attendue en légère hausse lundi, tandis que les Bourses eur..."
6356,DASSAULT AVIATION,v7,ok,2,"L'article mentionne que Dassault Aviation s'est réjoui de l'accord signé entre l'Ukraine et la France pour l'achat potentiel d'une centaine d'avions Rafale, ce qui est un fait concret positif.",12001,1837,"CAC 40: cède du terrain en attendant d'éventuels catalyseurs américains Fermeture  (Zonebourse.com) - La Bourse de Paris conclut cette première séance de la semaine sur un recul de 0,63% à 8119 points..."
5557,DASSAULT AVIATION,v7,ok,1,"L'article mentionne la participation de Dassault Aviation au salon aéronautique de Dubaï et la présentation du Rafale, ce qui est une information factuelle sans impact concret positif (gain de contrat, hausse de résultat) ou négatif (perte, amende) sur l'entreprise.",10814,1687,"CAC 40: termine en légère baisse après avoir signé un nouveau record Fermeture  (Zonebourse.com) - Après une matinée en fanfare qui lui a permis de signer un nouveau record historique, à 8314 points (..."
28717,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a prolongé un accord de licence, ce qui est un fait concret positif pour l'entreprise.",686,117,"Cac 40: L’indice parisien a ouvert la séance en baisse de -0.20% mardi 17 mars 2026 à 09900  (BFM Bourse) - Après avoir fini en hausse de +0.31% à 7935.9702 points lors de sa dernière séance, leCAC 40..."
28511,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a annoncé la prolongation de son accord de licence avec Dolce&Gabbana jusqu'en 2050, ce qui est un fait concret positif pour l'entreprise.",7853,1251,"Légère accalmie en Europe, les banques centrales surveillées Ouverture  (Zonebourse.com) - Les Bourses européennes font preuve de prudence en ce début de semaine. Le CAC 40, qui vient d'enchaîner troi..."
25413,EssilorLuxottica,v7,ok,0,"L'action EssilorLuxottica a chuté de 5,1% et est le plus fort repli du CAC 40, en raison des craintes du marché concernant la concurrence dans les lunettes d'IA, perçues comme une menace. Bien que des chiffres de croissance passés pour les smartglasses soient mentionnés, la réaction actuelle du marché est fortement négative.",4745,692,Essilorluxottica: Les lunettes IA vont-elles passer d'une force à une faiblesse pour Essilorluxottica ? L'action rechute de 5% ce vendredi vendredi 27 février 2026 à 17h02  (BFM Bourse) - Le groupe d'...
23727,EssilorLuxottica,v7,ok,1,"L'article rapporte une chute de 3,2% du cours de l'action EssilorLuxottica aujourd'hui, en réaction à la crainte d'une concurrence d'Apple (fait concret négatif). Cependant, il met également en avant la croissance record de 18,4% hors effets de changes au quatrième trimestre, une hausse de 268% des ventes de smartglasses en 2025, le lancement de nouveaux produits, et le fait que Citi continue de considérer l'entreprise comme bien positionnée (multiples faits concrets positifs). La présence simultanée de faits concrets positifs et négatifs conduit à une note neutre.",5232,754,"Essilorluxottica: La Bourse redoute une offensive d'Apple dans les lunettes d'IA, l'action Essilorluxottica plie et perd plus de 3% mercredi 18 février 2026 à 15h47  (BFM Bourse) - Le titre du spécial..."
22804,EssilorLuxottica,v7,ok,2,Barclays relève sa cible à 355 euros contre 350 euros pour EssilorLuxottica.,439,63,"Point recommandations des analystes: Hermès, Essilorluxottica vendredi 13 février 2026 à 08h40  (BFM Bourse) - Les analystes affinent leurs conseils sur Hermès,Essilorluxottica.  Hermès (cours de clôt..."
22707,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a annoncé un chiffre d'affaires du quatrième trimestre en hausse de 18,4% à taux de change constants, dépassant les attentes. Le chiffre d'affaires annuel a progressé de 11,2%, le résultat opérationnel ajusté a augmenté de 1%, et le cash-flow libre a atteint un niveau record. Un dividende de 4,00 euros par action est proposé.",3267,478,"Le géant franco-italien de l’optique a signé un quatrième trimestre 2025 particulièrement dynamique, surprenant favorablement les marchés. EssilorLuxottica a annoncé un chiffre d’affaires de 7,60 mill..."
22616,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a atomisé les attentes de revenus au T4 2025 avec une croissance de 18,4% (contre 11,5% attendu), un record absolu. Les ventes de lunettes d'IA ont bondi de 268% en 2025. Le résultat net ajusté a progressé de 7,2%. Bien que la rentabilité ait été inférieure aux attentes, le marché et les analystes ont pardonné ce ""raté"" en raison de la forte croissance.",5848,885,"Essilorluxottica: 7 millions de lunettes IA vendues en 2025, une croissance tonitruante de plus de 18% en fin d'année... Essilorluxottica bondit de 6% en Bourse jeudi 12 février 2026 à 10h20  (BFM Bou..."
22594,EssilorLuxottica,v7,ok,2,"Le chiffre d'affaires d'EssilorLuxottica a augmenté de 7,5% (11,2% à taux de change constants) en 2025, s'établissant à 28,491 MdsEUR, ce qui est un fait concret positif.",10171,1570,"Nouveau record historique pour le CAC 40 à l'ouverture, nouvelle avalanche de résultats Ouverture  (Zonebourse.com) - Hormis Amsterdam, les Bourses européennes progressent 90 minutes après l'ouverture..."
22593,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a publié un chiffre d'affaires en croissance de 7,5% (ou 11,2% à taux de change constants).",6992,1125,"Les Bourses européennes galvanisées par les publications annuelles Ouverture  (Zonebourse.com) - Les investisseurs ont le sourire sur les places européennes, où une pluie de résultats propulse les pri..."
22592,EssilorLuxottica,v7,ok,2,"L'article mentionne qu'EssilorLuxottica a publié des ""résultats meilleurs que prévu"" et a fait état d'un ""bond de 18,4% de son chiffre d'affaires au quatrième trimestre à taux de change constants"". Ces sont des faits concrets et positifs.",14174,2232,"Wall Street vue en hausse, record du CAC 40 avec les résultats d'entreprises Pré-ouverture  par Diana Mandia 12 février (Reuters) - Wall Street est attendue en hausse et les Bourses européennes évolue..."
22590,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a enregistré une hausse de 7,5% de ses ventes en 2025 et ses ventes ont grimpé de plus de 18% au quatrième trimestre, ce qui constitue des faits concrets positifs.",5509,865,L'Europe boursière en ordre dispersé avant l'inflation US Fermeture  (Zonebourse.com) - Les marchés actions européens ont clôturé sans direction claire cette avant-dernière séance de la semaine. Menti...
22405,EssilorLuxottica,v7,ok,1,"L'article mentionne uniquement que les investisseurs prendront connaissance des résultats annuels 2025 d'EssilorLuxottica après la clôture, sans donner d'information sur la nature de ces résultats ou leur impact sur le cours.",10022,1618,"Le CAC 40 se maintient au-delà des 8 310 points, Dassault Systèmes plonge Fermeture  (Zonebourse.com) - Les Bourses européennes ont conclu la séance de ce mercredi en ordre dispersé après la publicati..."
22370,EssilorLuxottica,v7,ok,2,"EssilorLuxottica a annoncé une envolée de son chiffre d'affaires de 18,4% au T4 et de 11,2% sur l'année, un résultat net de 3,16 milliards d'euros, un cash-flow libre record de 2,8 milliards d'euros, et confirme ses objectifs à cinq ans. Le groupe a également réalisé des acquisitions stratégiques.",2056,312,"(ABC Bourse) -  Le géant franco-italien de l’optique signe une fin d’année éclatante.  EssilorLuxottica  a annoncé une envolée de son chiffre d’affaires de 18,4 % au quatrième trimestre 2025, soutenue..."
22369,EssilorLuxottica,v7,ok,2,"Accélération de la croissance du chiffre d'affaires au quatrième trimestre, chiffre d'affaires annuel en hausse, cash-flow libre record et dividende en légère hausse, malgré un bénéfice net en léger repli et une pression sur les marges.",3179,488,(Agefi-Dow Jones)--Le fabricant de verres et de lunettes  EssilorLuxottica  a publié mercredi soir des résultats 2025 marqués par une pression sur ses marges et une accélération de sa croissance au qu...
22367,EssilorLuxottica,v7,ok,2,"L'article mentionne une nette accélération de la croissance au quatrième trimestre (18,4% à taux de change constants, dépassant le consensus de 10,7%), un cash-flow libre record de 2,8 milliards d'euros (en hausse de 400 millions d'euros par rapport à 2024), et une proposition de dividende en légère hausse (4 euros contre 3,95 euros). Bien qu'il y ait une légère baisse du bénéfice net (-1,9%) et une pression sur les marges, les faits concrets positifs sont plus significatifs et soulignés par l'article.",3769,573,(Actualisation: renouvellement du mandat de huit administrateurs et administratrices)   (Agefi-Dow Jones)--Le fabricant de verres et de lunettes  EssilorLuxottica  a publié mercredi soir des résultats...
