article_id,entreprise,prompt_version,statut,note_llm,justification,texte_extrait
17053,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide.,"Valeur défensive par excellence du CAC 40, Air Liquide continue d’évoluer dans un environnement contrasté, mêlant visibilité de long terme et pressions conjoncturelles à court terme. Le spécialiste de..."
16867,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide.,"Valeur défensive par excellence du CAC 40, Air Liquide continue d’évoluer dans un environnement contrasté, mêlant visibilité de long terme et pressions conjoncturelles à court terme. Le spécialiste de..."
16595,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets spécifiques à Air Liquide.,"Marché: Ces outils qui permettent de prédire l'évolution d'une action avant l'ouverture de la Bourse dimanche 11 janvier 2026 à 07h00  (BFM Bourse) - Plusieurs indicateurs, comme l'évolution d'une act..."
16063,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"Point recommandations des analystes:  Air Liquide, Argan, Carmila, Covivio, Dassault Aviation, Totalenergies, Unibail-Rodamco-Westfield jeudi  8 janvier 2026 à 08h59  (BFM Bourse) - Les analystes affi..."
15891,AIR LIQUIDE,v2,ok,1,"Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article. La seule mention concerne une baisse de l'objectif de cours par Citi, mais cela ne suffit pas pour classer la phrase en 'NEGATIVE'.","Point recommandations des analystes:  Air Liquide, Arcelormittal, Axa, Bouygues, Kering, Rexel, Sodexo mercredi  7 janvier 2026 à 08h56  (BFM Bourse) - Les analystes affinent leurs recommandations ce ..."
14991,AIR LIQUIDE,v2,ok,1,Le texte ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide. Il s'agit principalement d'une compilation d'éléments pour faciliter la modélisation financière des résultats pour l'exercice 2025.,"(AOF) -  Air Liquide  a compilé des éléments afin de faciliter la modélisation financière de ses résultats pour l’exercice 2025. Le spécialiste des gaz industriels, médicaux et technologiques a rappel..."
14741,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide.,"Cac 40: Le CAC 40 a pris 10,42% en 2025, une performance en demi-teinte mercredi 31 décembre 2025 à 14h07  (BFM Bourse) - L'indice parisien a clôturé la dernière séance de 2025 sur une baisse. Sur l'e..."
14566,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"CAC40: un début de séance dans le calme vers 8132Pts Ouverture  (Zonebourse.com) - Au lendemain d'un gain timide de 0,1%, la Bourse de Paris débute la séance dans le calme avec un CAC 40 en hausse de ..."
14564,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"CAC40 : renoue avec les 8.150 malgré les taux, l'argent reprend 5% Mi-séance  (Zonebourse.com) - La Bourse de Paris tente de renouer avec ses meilleurs niveaux de décembre : le CAC 40 est maintenant e..."
14561,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"CAC40 :  0,8%, record de l'E-Stoxx50, rebond de 5% de l'argent Pré-clôture  (Zonebourse.com) - La Bourse de Paris tente de finir l'année en beauté et le CAC ( 0,8% à 8.180) est en train de renouer ave..."
14560,AIR LIQUIDE,v2,ok,2,Airbus a reçu une commande ferme de la part de China Aircraft Leasing Group Holdings Limited pour 30 avions de la famille A320neo afin de répondre à la forte demande de sa clientèle.,"CAC40: franchit un seuil technique malgré des volumes restreints Fermeture  (Zonebourse.com) - La Bourse de Paris conclut la séance sur un gain de 0,69% à 8168 pts, à proximité de son plus haut du jou..."
14260,AIR LIQUIDE,v2,ok,1,L'article ne contient aucun fait concret et spécifique concernant Air Liquide.,"Cac 40: Entrées de Dassault Aviation, Amundi ou Spie...  Voici à quoi pourrait ressembler la composition du CAC 40 en 2030 dimanche 28 décembre 2025 à 07h00  (BFM Bourse) - Depuis 1987, leCAC 40a eu d..."
10411,AIR LIQUIDE,v2,ok,2,"Le texte mentionne que DZ Bank recommande l'achat de l'action Air Liquide avec un objectif de cours de 210 euros, ce qui est un fait concret positif spécifique à l'entreprise.","(AOF) -  Air Liquide  (-1,01%, à 161,42 euros) recule malgré le soutien de DZ Bank, dont la recommandation sur l'action du groupe français est à l’Achat, assortie d’un objectif de cours de 210 euros. ..."
9905,AIR LIQUIDE,v2,ok,2,"Air Liquide va réaliser un investissement d'environ 25 millions d'euros pour moderniser son unité de séparation des gaz de l'air (ASU) à Yulin, dans la province du Shaanxi. Par ailleurs, la société indique avoir signé un accord avec Hyundai Motor Group afin de renforcer leur partenariat international et accélérer l'économie de l'hydrogène.","CAC 40: en hausse modeste avant la publication de l'indice PCE aux Etats-Unis Ouverture  (Zonebourse.com) - La Bourse de Paris progresse de 0,3% ce matin, autour des 8150 points, tirée par Edenred ( 2..."
9901,AIR LIQUIDE,v2,ok,2,"Air Liquide va réaliser un investissement d'environ 25 millions d'euros pour moderniser son unité de séparation des gaz de l'air (ASU) à Yulin, dans la province du Shaanxi. Par ailleurs, la société indique avoir signé un accord avec Hyundai Motor Group afin de renforcer leur partenariat international et accélérer l'économie de l'hydrogène.","CAC40 : stagne vers 8.125,, semaine 'flat' ,le PCE US ne change rien Pré-clôture  (Zonebourse.com) - La Bourse de Paris continue de somnoler et le CAC40 grappille moins de 0,1% (autour des 8125 points..."
9899,AIR LIQUIDE,v2,ok,2,"Air Liquide va réaliser un investissement d'environ 25 millions d'euros pour moderniser son unité de séparation des gaz de l'air (ASU) à Yulin, dans la province du Shaanxi. Par ailleurs, la société indique avoir signé un accord avec Hyundai Motor Group afin de renforcer leur partenariat international et accélérer l'économie de l'hydrogène.","CAC40 : finit la semaine en léger repli, cela plombe la semaine Pré-clôture  (Zonebourse.com) - La Bourse de Paris revient à la case départ le CAC40 (-0,1%) menace de repasser dans le rouge sous 8.120..."
9898,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans l'article.,"CAC 40: en repli symbolique après des statistiques US sans grande surprise Fermeture  (Zonebourse.com) - Après avoir grappillé un timide 0,5% à mi-séance, la Bourse de Paris conclut la journée sur un ..."
9875,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide.,"(Zonebourse.com) - La  Bourse de Paris  continue de somnoler et le CAC40 grappille moins de 0,1% (autour des 8125 points), tirée par  Edenred  ( 2,4%),  Saint-Gobain  ( 2,8%) et  Stellantis  ( 2,6%). ..."
9864,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans l'article.,"(Zonebourse.com) - La  Bourse de Paris  revient à la case départ le CAC40 (-0,1%) menace de repasser dans le rouge sous 8.120Pts. Fait assez remarquable, pas une seule des 5 séances de la semaine n'a ..."
9860,AIR LIQUIDE,v2,ok,2,"Air Liquide va réaliser un investissement d'environ 25 millions d'euros pour moderniser son unité de séparation des gaz de l'air (ASU) à Yulin, dans la province du Shaanxi.","(Zonebourse.com) - Après avoir grappillé un timide 0,5% à mi-séance, la  Bourse de Paris  conclut la journée sur un repli anecdotique de 0,09%, à 8114 points, partagée entre les hausses de  Saint-Goba..."
7359,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide.,"Nasdaq composite: Mattel, PepsiCo, Marriott... Pourquoi des groupes qui n'ont rien à voir avec la tech déboulent sur le Nasdaq samedi 22 novembre 2025 à 12h00  (BFM Bourse) - Jeudi, Walmart, le plus g..."
6318,AIR LIQUIDE,v2,ok,2,"Air Liquide annonce la mise en service de ses premiers poids lourds alimentés à l'hydrogène aux Pays-Bas, réduisant ainsi ses émissions opérationnelles de CO2 dans cette région. Ce projet est soutenu par le gouvernement néerlandais.","(Zonebourse.com) -  Air Liquide  annonce la mise en service de ses premiers poids lourds alimentés à l'hydrogène aux Pays-Bas.    Les deux premiers camions MAN hTGX, équipés de moteurs à combustion in..."
5562,AIR LIQUIDE,v2,ok,1,Aucune information spécifique concernant Air Liquide n'est mentionnée dans l'article.,"CAC 40: poursuit son 'rally' vers des sommets inexplorés Ouverture  (Zonebourse.com) - La Bourse de Paris poursuit son envolée et gagne 0,5% à 8285 points, après avoir signé un nouveau record absolu q..."
5559,AIR LIQUIDE,v2,ok,2,"Air Liquide a réussi la mise en service de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, avec une capacité de conversion d'ammoniac en hydrogène de 30 tonnes par jour dans le port d'Anvers-Bruges, en Belgique.","CAC40 : réduit ses gains mais reste largement leader en Europe Pré-clôture  (Zonebourse.com) - La Bourse de Paris a inscrit ce midi un nouveau doublé record, avec un CAC40 à 8.314Pts et un CAC 'GR à 2..."
5558,AIR LIQUIDE,v2,ok,2,"Air Liquide fait part de la mise en service réussie de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, d'une capacité de conversion d'ammoniac en hydrogène de 30 tonnes par jour, dans le port d'Anvers-Bruges, en Belgique.","CAC40 : dans le rouge après un nouveau record à 8.314, le Nasdaq pèse Pré-clôture  (Zonebourse.com) - Cette séance de jeudi restera historique même si la bourse de Paris inverse la vapeur (-0,1% vers ..."
5557,AIR LIQUIDE,v2,ok,2,"Air Liquide fait part de la mise en service réussie de la première unité pilote au monde de craquage d'ammoniac à l'échelle industrielle, d'une capacité de conversion d'ammoniac en hydrogène de 30 tonnes par jour, dans le port d'Anvers-Bruges, en Belgique.","CAC 40: termine en légère baisse après avoir signé un nouveau record Fermeture  (Zonebourse.com) - Après une matinée en fanfare qui lui a permis de signer un nouveau record historique, à 8314 points (..."
5403,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"Point recommandations des analystes: Air Liquide, Euronext, Arkema, Legrand mercredi 12 novembre 2025 à 08h50  (BFM Bourse) - Les analystes affinent leurs conseils surAir Liquide, Euronext,Arkema,Legr..."
3773,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans l'article.,"CAC 40: efface une partie de ses pertes mais reste nettement en rouge Fermeture  (Zonebourse.com) - Après avoir lâché jusqu'à près de 1,8% en fin de matinée (vers 7965 points), la Bourse de Paris est ..."
3738,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Air Liquide.,"(Zonebourse.com) - Après avoir lâché jusqu'à près de 1,8% en fin de matinée (vers 7965 points), la  Bourse de Paris  est parvenue à effacer une partie de ses pertes au fil de l'après-midi : au gong fi..."
2851,AIR LIQUIDE,v2,ok,2,"Air Liquide a enregistré une progression de ses revenus de 1,9% en données comparables, soit un peu au-dessus du consensus.","Air liquide: Valeur phare des petits porteurs, Air Liquide surpasse les attentes et grimpe en Bourse mardi 28 octobre 2025 à 16h51  (BFM Bourse) - Le spécialiste des gaz industriels a livré une croiss..."
2850,AIR LIQUIDE,v2,ok,2,"Air Liquide a gagné 0,9% après avoir aussi surpassé les attentes au troisième trimestre, et confirmé ses perspectives annuelles.","Cac 40: Lesté par la publication décevante de BNP Paribas, le CAC 40 marque le pas mardi 28 octobre 2025 à 17h47  (BFM Bourse) - L'indice parisien clôture cette séance du mardi 28 octobre en légère ba..."
2848,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"Point recommandations des analystes: Sodexo, Eurofins, Air Liquide mercredi 29 octobre 2025 à 08h45  (BFM Bourse) - Les analystes affinent leurs conseils surSodexo, Eurofins,Air Liquide.  Sodexo (cour..."
2847,AIR LIQUIDE,v2,ok,1,"L'article mentionne une augmentation de 2% du chiffre d'affaires trimestriel en comparable pour Air Liquide, mais ce fait n'est pas spécifique et ne permet pas de trancher entre POSITIVE et NEUTRAL. Il n'y a pas de fait concret positif ou négatif identifiable dans l'article pour Air Liquide.","Cac 40: L’indice parisien a ouvert la séance en baisse de -0.22% mercredi 29 octobre 2025 à 09h00  (BFM Bourse) - Après avoir fini en baisse de -0.27% à 8216.5801 points lors de sa dernière séance, le..."
2789,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article.,"CAC40 : 8ème séance de stagnation vers 8.200, W-Street dopé par Nvidia Pré-clôture  (Zonebourse.com) - La lourdeur l'emporte à la Bourse de Paris qui s'effrite de -0,2% et revient au contact des 8200,..."
2788,AIR LIQUIDE,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Air Liquide dans cet article. La mention d'Air Liquide est simplement incluse dans une liste d'entreprises qui ont connu des baisses en Bourse.,"CAC 40: apathique tandis que New York atteint de nouveaux sommets Fermeture  (Zonebourse.com) - La Bourse de Paris conclut la séance sur un repli de 0,19%, à 8200 points, pénalisée par Thales et Air L..."
2704,AIR LIQUIDE,v2,ok,1,"Le texte contient des informations sur les résultats du troisième trimestre d'Air Liquide, mais il n'y a pas de faits concrets positifs ou négatifs spécifiques qui justifieraient une note de 2 ou 0. Les mentions de l'environnement économique défavorable et des défis auxquels est confronté Air Liquide ne sont pas des faits concrets spécifiques à l'entreprise.","Le groupe Air Liquide, leader mondial des gaz industriels et des services à l’industrie et à la santé, évolue dans un environnement exigeant marqué par des incertitudes macroéconomiques, des effets de..."
2016,AIR LIQUIDE,v2,ok,1,L'article ne contient pas de faits concrets spécifiques à Air Liquide.,Cac 40: Quel est le calendrier des groupes du CAC 40 pour leurs publications du troisième trimestre? dimanche 12 octobre 2025 à 12h00  (BFM Bourse) - Quand les pensionnaires de l'indice principal de l...
16,AIR LIQUIDE,v2,ok,2,"Le résultat opérationnel courant a progressé de 5,2 % pour s'établir à 2,737 milliards d’euros. La marge opérationnelle du groupe s’est améliorée de 50 points de base, pour atteindre 19,9 %. Enfin, le résultat net récurrent part du groupe a enregistré une hausse de 9,6 %, à 1,842 milliard d’euros.","Air Liquide dévoile une nouvelle fois une performance très solide au premier semestre 2025. Dans le détail, le chiffre d’affaires s’est accru de 2,6 %, atteignant 13,722 milliards d’euros. Le résultat..."
29967,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article.,"Point recommandations des analystes: Teleperformance, Airbus, Renault mardi 24 mars 2026 à 09916  (BFM Bourse) - Les analystes affinent leurs conseils ce mardi surTeleperformance,Airbus,Renault.  Tele..."
29947,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans l'article.,"Les marchés se contractent, victimes du brouillard géopolitique Ouverture  (Zonebourse.com) - Les principales places boursières européennes sont en repli ce matin, sur fond de grande confusion autour ..."
29765,AIRBUS,v2,ok,2,"L'article mentionne un gain de 3,4% pour Airbus après un recul de 1,3% le matin, ce qui est un fait concret positif spécifique à l'entreprise.","Du rouge au vert : quand Trump retourne les marchés en un message Fermeture  (Zonebourse.com) - Début de semaine mouvementé pour les investisseurs ! Jusqu'à mi-séance, les principales bourses européen..."
28533,AIRBUS,v2,ok,1,"Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article. La seule mention d'Airbus concerne une baisse de la cible de Jefferies, mais cela ne suffit pas pour classer l'article en note_llm=0.","Point recommandations des analystes: Totalenergies, Airbus, Safran, Verallia lundi 16 mars 2026 à 08853  (BFM Bourse) - Les analystes affinent leurs conseils ce lundi 16 mars surTotalenergies, Veralli..."
28531,AIRBUS,v2,ok,1,"Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article. Les analystes ont des opinions variées sur les perspectives d'Airbus, mais il n'y a pas de faits concrets qui indiquent une amélioration ou une détérioration de la situation d'Airbus.","Airbus group: En baisse de près de 15% depuis le début de l'année, Airbus a-t-il trop souffert en Bourse au vu de ses perspectives (prometteuses) de long terme? lundi 16 mars 2026 à 111154  (BFM Bours..."
27470,AIRBUS,v2,ok,2,"La banque américaine Citi a relevé son conseil à l'achat sur le groupe Airbus et rehaussé son objectif de cours à 217 euros, accordant un potentiel de plus de 22% à l'action Airbus. La division défense et hélicoptères d'Airbus devrait connaître une amélioration de son résultat opérationnel à long terme.","Airbus group: Malgré ses impairs dans la montée en cadence de la production, Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient ..."
27233,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article.,"Les bombes tombent, l'or noir grimpe et les marchés chutent Mi-séance  (Zonebourse.com) - Les marchés européens reculent nettement ce matin alors que l'escalade militaire au Moyen-Orient propulse le p..."
26527,AIRBUS,v2,ok,2,"Airbus a bénéficié d'une amélioration de la note de Citi, qui est passée de 'neutre' à 'achat', avec un relèvement de l'objectif de cours à 217 euros contre 208 euros.","Point recommandations des analystes: Kering, Airbus, TF1 jeudi 5 mars 2026 à 09933  (BFM Bourse) - Les analystes affinent leurs conseils surKering,Airbus,TF1.  Kering (cours à 256,9 euros):Bernstein r..."
26526,AIRBUS,v2,ok,2,"La banque américaine Citi a relevé son conseil à l'achat sur le groupe Airbus et rehaussé son objectif de cours à 217 euros, accordant un potentiel de plus de 22% à l'action Airbus. La division défense et hélicoptères d'Airbus devrait connaître une franche amélioration de son résultat opérationnel à long terme.","Airbus group: Malgré ses impairs dans la montée en cadence de la production, Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient ..."
26504,AIRBUS,v2,ok,2,"Airbus progresse de 2,3% après une recommandation relevée de 'neutre' à 'achat' par Citi, qui a également porté son objectif de cours de 208 à 217 EUR. Le courtier estime que l'avionneur pourrait atteindre un rythme de production de 75 appareils par mois, soutenu par un carnet de commandes solide et par la demande pour des appareils plus économes en carburant.","Les marchés européens prolongent leur rebond, le Moyen-Orient et l'énergie sous surveillance Ouverture  (Zonebourse.com) - Les marchés européens prolongent leur rebond ce matin après les turbulences p..."
26501,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif identifiable pour Airbus dans cet article.,"Repli des marchés boursiers européens sur fond de poursuite de l'escalade militaire au Moyen-Orient Fermeture  (Zonebourse.com) - Après avoir connu un rebond hier, la Bourse de Paris est retombée dans..."
26344,AIRBUS,v2,ok,2,"Le groupe d'aéronautique et de défense a livré des résultats nettement supérieurs aux attentes. Son PDG, Éric Trappier, veut augmenter les livraisons de jets d'affaires en 2026.","Dassault aviation: Bénéfices supérieurs aux attentes, hausse des livraisons de Falcon attendue, campagnes Rafale… Dassault Aviation bondit de 5% en Bourse et prend 27% en 2026 mercredi 4 mars 2026 à 1..."
25974,AIRBUS,v2,ok,1,L'article ne contient pas de faits concrets positifs ou négatifs spécifiques à Airbus.,"Accor: Totalenergies et Thales grimpent, Air France-KLM et Accor plongent… Voici les groupes qui réagissent le plus en Bourse à l'embrasement du conflit au Moyen-Orient lundi  2 mars 2026 à 12h11  (BF..."
24104,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article.,"Point recommandations des analystes: Airbus, FDJ United, Renault, Accor vendredi 20 février 2026 à 08h48  (BFM Bourse) - Les analystes affinent leurs conseils surAirbus, FDJ United,Renault,Accor.  Air..."
23917,AIRBUS,v2,ok,0,Le groupe a livré des perspectives décevantes pour 2026 et a été contraint d'ajuster à la baisse sa trajectoire de production en raison des tensions avec le motoriste américain Pratt & Whitney.,"Airbus group: En difficulté sur l'approvisionnement de moteurs, Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, l'action chute ..."
23909,AIRBUS,v2,ok,0,"Le texte mentionne une baisse de 6,8% pour Airbus après avoir abaissé ses perspectives de production et dévoilé un objectif de livraisons décevant en raison de problèmes d'approvisionnement de moteur. Il s'agit d'un fait concret négatif spécifique à Airbus.",Cac 40: Les déceptions Airbus et Renault ont pesé sur le CAC 40 qui s'éloigne (un peu) de ses records fraîchement atteints la veille jeudi 19 février 2026 à 17h58  (BFM Bourse) - L'indice parisien cèd...
23891,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif identifiable pour Airbus dans cet article.,"Wall Street vue en repli avec Walmart, l'Europe dans le rouge avec les résultats Pré-ouverture  par Claude Chendjou PARIS, 19 février (Reuters) - Wall Street est attendue en repli jeudi dans un contex..."
23858,AIRBUS,v2,ok,0,"Le groupe d'aéronautique et de défense a abaissé ses objectifs de production pour l'A320, ce qui est un fait concret négatif spécifique à Airbus.","(Agefi-Dow Jones)--Les Bourses européennes se sont repliées jeudi, sous un déluge de résultats d'entreprises, alors que la Réserve fédérale (Fed) pourrait se montrer moins accommodante que prévu dans ..."
23724,AIRBUS,v2,ok,1,"Le texte ne contient pas de faits concrets positifs ou négatifs spécifiques à Airbus. Il mentionne des difficultés d'approvisionnement en moteurs, une cible décevante de livraisons et une baisse des perspectives de production, mais ces informations sont présentées comme des faits connus ou attendus plutôt que comme des événements nouveaux et spécifiques.","Airbus group: En difficulté sur l'approvisionnement de moteurs, Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, à 870 avions Au..."
23336,AIRBUS,v2,ok,1,L'article ne contient pas de fait concret spécifique à Airbus qui soit positif ou négatif.,"L'Europe en petite hausse avec les banques, l'absence de Wall Street réduit les volumes Pré-ouverture  par Diana Mandia 16 février (Reuters) - Les Bourses européennes avancent légèrement lundi à mi-sé..."
23335,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif identifiable pour Airbus dans cet article.,"L'Europe finit sans direction, séance calme sans Wall Street Ouverture  par Diana Mandia 16 février (Reuters) - Les Bourses européennes ont terminé sans direction lundi, les banques rebondissant après..."
22743,AIRBUS,v2,ok,1,L'article mentionne Airbus mais ne contient pas de faits concrets spécifiques à l'entreprise.,"(Agefi-Dow Jones)--Les investisseurs prendront connaissance la semaine prochaine d'une nouvelle salve de résultats d'entreprises des deux côtés de l'Atlantique, ainsi que d'une série d'indicateurs éco..."
22363,AIRBUS,v2,ok,2,Le contrat pluriannuel renouvelé entre Airbus et Palantir pour l'utilisation de ses logiciels d'analyse des données est un fait concret positif spécifique à Airbus.,"(Agefi-Dow Jones)--Palantir Technologies a annoncé mercredi qu' Airbus  continuerait d'utiliser ses logiciels d'analyse des données dans le cadre d'un contrat pluriannuel.   ""Grâce à ce contrat renouv..."
20931,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article.,"Point recommandations des analystes: Airbus, Renault, Stellantis, LVMH mardi  3 février 2026 à 08h47  (BFM Bourse) - Les analystes affinent leurs conseils surAirbus,Renault,Stellantis,LVMH, ce mardi 3..."
20740,AIRBUS,v2,ok,1,Il n'y a pas de fait concret positif ou négatif spécifique à Airbus dans cet article.,"Point recommandations des analystes: Airbus, Thales, Eurofins lundi  2 février 2026 à 08h46  (BFM Bourse) - Les analystes affinent leurs conseils sur Eurofins,Airbus,Thales.  Airbus (cours de clôture ..."
20733,AIRBUS,v2,ok,0,"La banque Jefferies a abaissé son conseil sur Airbus de 'acheter' à 'conserver', en raison de la chute du dollar et des risques sur la montée en cadence de sa production. Cela représente un fait concret négatif spécifique à Airbus.","Airbus group: En raison de la chute du dollar et des risques sur la montée en cadence de sa production, Jefferies ne conseille plus d'acheter l'action Airbus lundi  2 février 2026 à 15h20  (BFM Bourse..."
