article_id,entreprise,prompt_version,statut,note_llm,justification,longueur_caracteres,longueur_mots,texte_extrait
2788,AIR LIQUIDE,v7,ok,1,"Air Liquide est mentionné comme l'une des sociétés qui ont pénalisé le CAC 40, avec une baisse de 2,4%.",9559,1482,"CAC 40: apathique tandis que New York atteint de nouveaux sommets Fermeture  (Zonebourse.com) - La Bourse de Paris conclut la séance sur un repli de 0,19%, à 8200 points, pénalisée par Thales et Air L..."
2704,AIR LIQUIDE,v7,ok,1,Aucun fait concret positif ou négatif spécifique à Air Liquide n'est identifiable dans l'article.,4226,623,"Le groupe Air Liquide, leader mondial des gaz industriels et des services à l’industrie et à la santé, évolue dans un environnement exigeant marqué par des incertitudes macroéconomiques, des effets de..."
16,AIR LIQUIDE,v7,ok,2,"hausse de résultat, chiffre d'affaires et marge opérationnelle améliorés",3281,496,"Air Liquide dévoile une nouvelle fois une performance très solide au premier semestre 2025. Dans le détail, le chiffre d’affaires s’est accru de 2,6 %, atteignant 13,722 milliards d’euros. Le résultat..."
29967,AIRBUS,v7,ok,0,"Berenberg abaisse son objectif de cours à 190 euros contre 210 euros, ce qui est un fait concret négatif spécifique à Airbus.",617,89,"Point recommandations des analystes: Teleperformance, Airbus, Renault mardi 24 mars 2026 à 09916  (BFM Bourse) - Les analystes affinent leurs conseils ce mardi surTeleperformance,Airbus,Renault.  Tele..."
29947,AIRBUS,v7,ok,1,aucun fait concret positif ou négatif spécifique à Airbus,7984,1265,"Les marchés se contractent, victimes du brouillard géopolitique Ouverture  (Zonebourse.com) - Les principales places boursières européennes sont en repli ce matin, sur fond de grande confusion autour ..."
29765,AIRBUS,v7,ok,2,"Airbus a annoncé un accord définitif avec Cobham Ultra, filiale d'Advent, pour l'acquisition d'Ultra Cyber Ltd",12366,1938,"Du rouge au vert : quand Trump retourne les marchés en un message Fermeture  (Zonebourse.com) - Début de semaine mouvementé pour les investisseurs ! Jusqu'à mi-séance, les principales bourses européen..."
28533,AIRBUS,v7,ok,1,Aucun fait concret positif ou négatif spécifique à Airbus ne peut être identifié dans l'article.,701,106,"Point recommandations des analystes: Totalenergies, Airbus, Safran, Verallia lundi 16 mars 2026 à 08853  (BFM Bourse) - Les analystes affinent leurs conseils ce lundi 16 mars surTotalenergies, Veralli..."
28531,AIRBUS,v7,ok,1,Aucun fait concret positif ou négatif spécifique à Airbus ne peut être identifié dans le texte.,9753,1510,"Airbus group: En baisse de près de 15% depuis le début de l'année, Airbus a-t-il trop souffert en Bourse au vu de ses perspectives (prometteuses) de long terme? lundi 16 mars 2026 à 111154  (BFM Bours..."
27470,AIRBUS,v7,ok,2,"Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient",6372,986,"Airbus group: Malgré ses impairs dans la montée en cadence de la production, Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient ..."
27233,AIRBUS,v7,ok,0,Airbus a perdu 2.3% en raison de la remontée du pétrole,9526,1497,"Les bombes tombent, l'or noir grimpe et les marchés chutent Mi-séance  (Zonebourse.com) - Les marchés européens reculent nettement ce matin alors que l'escalade militaire au Moyen-Orient propulse le p..."
26527,AIRBUS,v7,ok,2,Citi relève son conseil à l'achat contre 'neutre' et son objectif de cours à 217 euros contre 208 euros.,650,101,"Point recommandations des analystes: Kering, Airbus, TF1 jeudi 5 mars 2026 à 09933  (BFM Bourse) - Les analystes affinent leurs conseils surKering,Airbus,TF1.  Kering (cours à 256,9 euros):Bernstein r..."
26526,AIRBUS,v7,ok,2,"Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient",6372,986,"Airbus group: Malgré ses impairs dans la montée en cadence de la production, Citi voit l'action Airbus prendre plus de 20% grâce à la défense, au dollar et (paradoxalement) au conflit au Moyen-Orient ..."
26504,AIRBUS,v7,ok,2,"Airbus progresse de 2,3% après une recommandation relevée de 'neutre' à 'achat' par Citi",9767,1507,"Les marchés européens prolongent leur rebond, le Moyen-Orient et l'énergie sous surveillance Ouverture  (Zonebourse.com) - Les marchés européens prolongent leur rebond ce matin après les turbulences p..."
26501,AIRBUS,v7,ok,1,aucun fait concret positif ou négatif spécifique à Airbus,6830,1091,"Repli des marchés boursiers européens sur fond de poursuite de l'escalade militaire au Moyen-Orient Fermeture  (Zonebourse.com) - Après avoir connu un rebond hier, la Bourse de Paris est retombée dans..."
26344,AIRBUS,v7,ok,0,"Dassault Aviation accuse Airbus de ne pas vouloir travailler avec elle et d'être arrogante, ce qui pourrait entraîner des difficultés pour le programme SCAF.",6453,1022,"Dassault aviation: Bénéfices supérieurs aux attentes, hausse des livraisons de Falcon attendue, campagnes Rafale… Dassault Aviation bondit de 5% en Bourse et prend 27% en 2026 mercredi 4 mars 2026 à 1..."
25974,AIRBUS,v7,ok,0,"L'article mentionne que le conflit au Moyen-Orient a entraîné une baisse des actions d'Air France-KLM et d'autres compagnies aériennes, ainsi qu'une augmentation de la facture carburant pour ces sociétés.",7987,1214,"Accor: Totalenergies et Thales grimpent, Air France-KLM et Accor plongent… Voici les groupes qui réagissent le plus en Bourse à l'embrasement du conflit au Moyen-Orient lundi  2 mars 2026 à 12h11  (BF..."
24104,AIRBUS,v7,ok,1,Aucun fait concret positif ou négatif spécifique à Airbus ne peut être identifié dans le texte.,818,136,"Point recommandations des analystes: Airbus, FDJ United, Renault, Accor vendredi 20 février 2026 à 08h48  (BFM Bourse) - Les analystes affinent leurs conseils surAirbus, FDJ United,Renault,Accor.  Air..."
23917,AIRBUS,v7,ok,0,"Airbus a abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, l'action chute de 5%",6388,979,"Airbus group: En difficulté sur l'approvisionnement de moteurs, Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, l'action chute ..."
23909,AIRBUS,v7,ok,0,Airbus a abaissé ses perspectives de production et dévoilé un objectif de livraisons décevant (bien que record) pour 2026 en raison des ses problèmes d'approvisionnement de moteur.,2687,419,Cac 40: Les déceptions Airbus et Renault ont pesé sur le CAC 40 qui s'éloigne (un peu) de ses records fraîchement atteints la veille jeudi 19 février 2026 à 17h58  (BFM Bourse) - L'indice parisien cèd...
23891,AIRBUS,v7,ok,0,"Airbus chute de 6,61% après avoir revu à la baisse son objectif de production dans le cadre du conflit qui l'oppose à Pratt & Whitney sur les moteurs.",15625,2351,"Wall Street vue en repli avec Walmart, l'Europe dans le rouge avec les résultats Pré-ouverture  par Claude Chendjou PARIS, 19 février (Reuters) - Wall Street est attendue en repli jeudi dans un contex..."
23858,AIRBUS,v7,ok,0,Airbus a abaissé ses objectifs de production pour l'A320 et a publié des résultats solides en 2025.,4475,700,"(Agefi-Dow Jones)--Les Bourses européennes se sont repliées jeudi, sous un déluge de résultats d'entreprises, alors que la Réserve fédérale (Fed) pourrait se montrer moins accommodante que prévu dans ..."
23724,AIRBUS,v7,ok,0,"Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, à 870 avions",5103,780,"Airbus group: En difficulté sur l'approvisionnement de moteurs, Airbus abaisse ses perspectives de production et dévoile un objectif de livraisons décevant (bien que record) pour 2026, à 870 avions Au..."
23336,AIRBUS,v7,ok,1,L'article mentionne les chiffres d'Air France-KLM Airbus mais sans aucune information spécifique à l'entreprise,9721,1521,"L'Europe en petite hausse avec les banques, l'absence de Wall Street réduit les volumes Pré-ouverture  par Diana Mandia 16 février (Reuters) - Les Bourses européennes avancent légèrement lundi à mi-sé..."
23335,AIRBUS,v7,ok,1,aucune information spécifique à Airbus,10827,1702,"L'Europe finit sans direction, séance calme sans Wall Street Ouverture  par Diana Mandia 16 février (Reuters) - Les Bourses européennes ont terminé sans direction lundi, les banques rebondissant après..."
22743,AIRBUS,v7,ok,1,Mention de l'entreprise Airbus sans information spécifique,4624,646,"(Agefi-Dow Jones)--Les investisseurs prendront connaissance la semaine prochaine d'une nouvelle salve de résultats d'entreprises des deux côtés de l'Atlantique, ainsi que d'une série d'indicateurs éco..."
22363,AIRBUS,v7,ok,2,"Airbus a renouvelé un contrat pluriannuel avec Palantir pour continuer à utiliser ses logiciels d'analyse des données dans le cadre de sa plateforme Skywise, ce qui est une bonne nouvelle pour l'entreprise.",1016,140,"(Agefi-Dow Jones)--Palantir Technologies a annoncé mercredi qu' Airbus  continuerait d'utiliser ses logiciels d'analyse des données dans le cadre d'un contrat pluriannuel.   ""Grâce à ce contrat renouv..."
20931,AIRBUS,v7,ok,1,Aucun fait concret positif ou négatif spécifique à Airbus ne peut être identifié dans l'article.,810,124,"Point recommandations des analystes: Airbus, Renault, Stellantis, LVMH mardi  3 février 2026 à 08h47  (BFM Bourse) - Les analystes affinent leurs conseils surAirbus,Renault,Stellantis,LVMH, ce mardi 3..."
20740,AIRBUS,v7,ok,0,Jefferies abaisse son conseil à 'conserver' contre 'acheter' pour Airbus,609,93,"Point recommandations des analystes: Airbus, Thales, Eurofins lundi  2 février 2026 à 08h46  (BFM Bourse) - Les analystes affinent leurs conseils sur Eurofins,Airbus,Thales.  Airbus (cours de clôture ..."
20733,AIRBUS,v7,ok,0,"Jefferies a abaissé son conseil sur Airbus de 'acheter' à 'conserver', en raison de la chute du dollar et des risques sur la montée en cadence de sa production.",3995,598,"Airbus group: En raison de la chute du dollar et des risques sur la montée en cadence de sa production, Jefferies ne conseille plus d'acheter l'action Airbus lundi  2 février 2026 à 15h20  (BFM Bourse..."
20539,AIRBUS,v7,ok,2,"Bank of America estime qu'Airbus présente, au cours actuel, une opportunité de s'exposer à moindre frais à la trajectoire ascendante de sa rentabilité.",11074,1610,"Totalenergies: Airbus, Société Générale, Totalenergies, SAP, ASML… Voici les 25 actions européennes à jouer en Bourse cette année, selon Bank of America dimanche  1 février 2026 à 07h00  (BFM Bourse) ..."
19346,AIRBUS,v7,ok,2,"Les performances exceptionnelles d'Airbus Helicopters en 2025, marquées par une hausse des commandes de près de 20 % en volume",1130,175,"(Zonebourse.com) -  Airbus  Helicopters a enregistré 544 commandes brutes (536 commandes nettes ) en 2025. Ces commandes proviennent de 205 clients répartis dans 50 pays. En termes d'unités livrées, A..."
19340,AIRBUS,v7,ok,2,"progression de 19% sur un an en commandes nettes, et progression de 8,6% en livraisons d'hélicoptères",1134,163,"(Agefi-Dow Jones)-- Airbus  a annoncé lundi soir avoir enregistré 544 commandes brutes en 2025, contre 455 en 2024. En tenant compte des annulations, le groupe a enregistré 536 commandes nettes l'an d..."
19334,AIRBUS,v7,ok,2,"Airbus a enregistré une progression de 19% sur un an en termes de commandes nettes et une progression de 8,6% sur un an en termes de livraisons d'hélicoptères.",1262,201,"(Agefi-Dow Jones)--Voici un tour d'horizon des valeurs à suivre mardi:   - Airbus : le groupe a annoncé lundi soir avoir enregistré 544 commandes brutes d'hélicoptères en 2025, contre 455 en 2024. En ..."
17697,AIRBUS,v7,ok,2,"Airbus a connu une belle année en 2025 (+40,22% en 2025, +33% en 2024, +36,4% en 2023) et bénéficie d'un solide carnet de commandes de plus de 8.750 avions lui assure des perspectives florissantes.",10714,1687,"Cac 40: Safran, Hermès, Société Générale… Quelles actions du CAC 40 grimpent le plus sur 3 ans, 5 ans et 10 ans ? samedi 17 janvier 2026 à 07h00  (BFM Bourse) - Pour apprécier la performance des pensi..."
16940,AIRBUS,v7,ok,2,Airbus a annoncé la livraison de 793 avions commerciaux à 91 clients dans le monde et enregistré 1 000 nouvelles commandes brutes dans son activité Avions commerciaux.,6470,1005,"Les marchés européens retiennent leur souffle avant le verdict de l'inflation américaine Mi-séance  (Zonebourse.com) - En attendant les chiffres de l'inflation américaine de décembre cet après-midi, l..."
16914,AIRBUS,v7,ok,0,"Airbus a enregistré moins de commandes que Boeing en 2025, selon les chiffres publiés par Boeing et Airbus",2192,355,"(ABC Bourse) -  Après plusieurs années dans l’ombre, Boeing a pris sa revanche sur Airbus. En 2025, le constructeur américain a enregistré davantage de commandes que son rival européen, un retournemen..."
16909,AIRBUS,v7,ok,1,"L'article mentionne que Boeing a livré 63 avions en décembre, portant son total annuel à 600 appareils, soit sa meilleure performance depuis 2018. Cependant, Airbus a remis 793 avions à leurs propriétaire en 2025 et 136 en décembre, ce qui signifie que Boeing n'a pas rattrapé son rival européen.",1577,251,"(Agefi-Dow Jones)-- Boeing  a annoncé mardi avoir livré 63 avions de ligne en décembre, portant son total annuel à 600 appareils, soit sa meilleure performance depuis 2018.   Les cadences de productio..."
16754,AIRBUS,v7,ok,2,"Eutelsat se distingue avec une hausse de 14,8% après avoir confié à Airbus Defence & Space la construction de 340 nouveaux satellites OneWeb en orbite basse.",8263,1306,"Record en séance, hésitations en clôture à la Bourse de Paris Fermeture  (Zonebourse.com) - Après avoir passé la matinée en territoire négatif, la Bourse de Paris a repris quelques couleurs en début d..."
16723,AIRBUS,v7,ok,2,Airbus a enregistré 1 000 nouvelles commandes brutes dans son activité Avions commerciaux et a atteint un nouveau record de carnet de commandes à fin décembre 2025 avec 8 754 appareils.,1015,167,(Zonebourse.com) -  Airbus  annonce la livraison de 793 avions commerciaux à 91 clients dans le monde en 2025. Le groupe a enregistré 1 000 nouvelles commandes brutes dans son activité Avions commerci...
16717,AIRBUS,v7,ok,2,"Airbus a annoncé lundi avoir livré 793 avions commerciaux en 2025, contre 766 l'année précédente, ce qui représente une hausse approchant les 4% sur un an.",1192,186,"(Agefi-Dow Jones)--Le groupe d'aéronautique et de défense  Airbus  a annoncé lundi avoir livré 793 avions commerciaux en 2025, contre 766 l'année précédente, ce qui représente une hausse approchant le..."
16714,AIRBUS,v7,ok,2,"Airbus a annoncé lundi avoir livré 793 avions commerciaux en 2025, contre 766 l'année précédente, ce qui représente une hausse de près de 4% sur un an. Le géant européen comptait initialement livrer quelque 820 avions en 2025, mais a dû revoir ses ambitions à la baisse début décembre, en raison d'un défaut de qualité détecté sur des panneaux de fuselage de certains appareils de la famille A320. De plus, le consensus FactSet tablait sur 801 livraisons d'avions en 2025.",2283,364,"(Actualisation: précisions sur les livraisons, contexte, cours de Bourse.)   (Agefi-Dow Jones)--Le groupe d'aéronautique et de défense  Airbus  a annoncé lundi avoir livré 793 avions commerciaux en 20..."
16712,AIRBUS,v7,ok,2,"Airbus a annoncé lundi soir avoir livré 793 avions commerciaux en 2025, ce qui représente une hausse de près de 4% sur un an.",1486,228,"(Agefi-Dow Jones)--Voici un tour d'horizon des valeurs à suivre mardi:   - Airbus : le groupe d'aéronautique et de défense Airbus a annoncé lundi soir avoir livré 793 avions commerciaux en 2025, contr..."
16243,AIRBUS,v7,ok,2,UBS maintient sa recommandation d'achat et relève l'objectif de cours de 230 euros à 240 euros.,1308,197,"Point recommandations des analystes: Airbus, ADP, BNP Paribas, Essilorluxottica, L'Oréal, Société Générale, Sartorius Stedim Biotech vendredi  9 janvier 2026 à 08h56  (BFM Bourse) - Les analystes affi..."
16059,AIRBUS,v7,ok,1,"L'article mentionne que Airbus atteint voire dépasse la barre des 790 appareils livrés en 2025, mais sans fournir de détails concrets sur les performances d'Airbus.",5389,834,"Dassault aviation: Avec des livraisons de Rafale supérieures à ses attentes, Dassault Aviation relève son objectif de chiffre d'affaires pour 2025 et grimpe en Bourse jeudi  8 janvier 2026 à 10h46  (B..."
15719,AIRBUS,v7,ok,1,Aucun fait concret positif ou négatif spécifique à Airbus ne peut être identifié dans le texte.,2396,377,"Point recommandations des analystes: Airbus,  ADP, Dassault Aviation, Eiffage, Eurofins Scientific... mardi  6 janvier 2026 à 08h51  (BFM Bourse) - Les analystes affinent leurs recommandations ce mard..."
15696,AIRBUS,v7,ok,2,"Airbus a annoncé que la compagnie taïwanaise Starlux avait réceptionné le premier des 18 appareils A350-1000 qu'elle avait commandés au total, devenant ainsi le 11e exploitant au niveau mondial de la plus grande version du long-courrier de l'avionneur européen.",11423,1787,"CAC40 : gain modéré, nouveaux records sur indices US, DAX, E-Stoxx, Nikkei Pré-clôture  (Zonebourse.com) - La Bourse de Paris a de nouveau sous-performé les autres places européennes et notamment asia..."
15695,AIRBUS,v7,ok,2,"Airbus a annoncé mardi que la compagnie taïwanaise Starlux avait réceptionné le premier des 18 appareils A350-1000 qu'elle avait commandés au total, devenant ainsi le 11e exploitant au niveau mondial de la plus grande version du long-courrier de l'avionneur européen.",11740,1844,"CAC40 : tutoie ses sommets, dépasse W-Street et l'E-Stoxx50 Pré-clôture  (Zonebourse.com) - La Bourse de Paris va finir en beauté ( 0,5% à 8.250) une séance qui avait commencé en demi-teinte (sous-per..."
